timestamp_heure,etat,p_it_kw,source
2024-02-17 16:00:00,inference,21.34,simulation
2024-02-17 17:00:00,inference,15.62,simulation
2024-02-17 18:00:00,inference,20.44,simulation
2024-02-17 19:00:00,inference,16.06,simulation
2024-02-17 20:00:00,inference,16.05,simulation
2024-02-17 21:00:00,inference,12.44,simulation
2024-02-17 22:00:00,inference,8.5,simulation
2024-02-17 23:00:00,inference,5.33,simulation
2024-02-18 00:00:00,inference,6.16,simulation
2024-02-18 01:00:00,inference,3.5,simulation
2024-02-18 02:00:00,inference,5.59,simulation
2024-02-18 03:00:00,inference,5.41,simulation
2024-02-18 04:00:00,inference,6.82,simulation
2024-02-18 05:00:00,inference,6.67,simulation
2024-02-18 06:00:00,inference,4.09,simulation
2024-02-18 07:00:00,inference,8.87,simulation
2024-02-18 08:00:00,inference,6.25,simulation
2024-02-18 09:00:00,inference,12.64,simulation
2024-02-18 10:00:00,inference,7.94,simulation
2024-02-18 11:00:00,inference,10.56,simulation
2024-02-18 12:00:00,inference,9.79,simulation
2024-02-18 13:00:00,inference,10.08,simulation
2024-02-18 14:00:00,idle,2.68,simulation
2024-02-18 15:00:00,idle,2.15,simulation
2024-02-18 16:00:00,idle,2.5,simulation
2024-02-18 17:00:00,idle,1.9,simulation
2024-02-18 18:00:00,idle,1.79,simulation
2024-02-18 19:00:00,training,49.1,simulation
2024-02-18 20:00:00,training,45.17,simulation
2024-02-18 21:00:00,training,49.44,simulation
2024-02-18 22:00:00,training,48.63,simulation
2024-02-18 23:00:00,training,49.7,simulation
2024-02-19 00:00:00,training,47.62,simulation
2024-02-19 01:00:00,training,49.76,simulation
2024-02-19 02:00:00,training,45.73,simulation
2024-02-19 03:00:00,inference,12.35,simulation
2024-02-19 04:00:00,inference,16.51,simulation
2024-02-19 05:00:00,inference,21.32,simulation
2024-02-19 06:00:00,inference,11.07,simulation
2024-02-19 07:00:00,inference,22.72,simulation
2024-02-19 08:00:00,inference,17.94,simulation
2024-02-19 09:00:00,inference,23.11,simulation
2024-02-19 10:00:00,inference,31.56,simulation
2024-02-19 11:00:00,inference,24.53,simulation
2024-02-19 12:00:00,inference,20.18,simulation
2024-02-19 13:00:00,inference,20.89,simulation
2024-02-19 14:00:00,inference,22.64,simulation
2024-02-19 15:00:00,inference,26.02,simulation
2024-02-19 16:00:00,inference,20.11,simulation
2024-02-19 17:00:00,inference,27.79,simulation
2024-02-19 18:00:00,idle,3.78,simulation
2024-02-19 19:00:00,idle,4.13,simulation
2024-02-19 20:00:00,idle,3.22,simulation
2024-02-19 21:00:00,idle,3.02,simulation
2024-02-19 22:00:00,inference,13.9,simulation
2024-02-19 23:00:00,inference,12.62,simulation
2024-02-20 00:00:00,inference,15.68,simulation
2024-02-20 01:00:00,idle,4.32,simulation
2024-02-20 02:00:00,idle,2.78,simulation
2024-02-20 03:00:00,idle,3.67,simulation
2024-02-20 04:00:00,idle,4.74,simulation
2024-02-20 05:00:00,inference,13.62,simulation
2024-02-20 06:00:00,inference,14.37,simulation
2024-02-20 07:00:00,inference,24.19,simulation
2024-02-20 08:00:00,inference,20.77,simulation
2024-02-20 09:00:00,inference,33.44,simulation
2024-02-20 10:00:00,idle,2.58,simulation
2024-02-20 11:00:00,inference,23.34,simulation
2024-02-20 12:00:00,inference,30.43,simulation
2024-02-20 13:00:00,inference,35.55,simulation
2024-02-20 14:00:00,inference,28.95,simulation
2024-02-20 15:00:00,inference,31.08,simulation
2024-02-20 16:00:00,inference,22.98,simulation
2024-02-20 17:00:00,inference,29.94,simulation
2024-02-20 18:00:00,inference,28.64,simulation
2024-02-20 19:00:00,inference,17.02,simulation
2024-02-20 20:00:00,inference,19.25,simulation
2024-02-20 21:00:00,inference,18.74,simulation
2024-02-20 22:00:00,inference,15.69,simulation
2024-02-20 23:00:00,inference,14.84,simulation
2024-02-21 00:00:00,inference,13.16,simulation
2024-02-21 01:00:00,inference,12.11,simulation
2024-02-21 02:00:00,inference,9.23,simulation
2024-02-21 03:00:00,inference,13.79,simulation
2024-02-21 04:00:00,inference,13.42,simulation
2024-02-21 05:00:00,inference,19.86,simulation
2024-02-21 06:00:00,inference,18.62,simulation
2024-02-21 07:00:00,inference,22.26,simulation
2024-02-21 08:00:00,inference,20.91,simulation
2024-02-21 09:00:00,inference,20.04,simulation
2024-02-21 10:00:00,inference,20.25,simulation
2024-02-21 11:00:00,inference,29.41,simulation
2024-02-21 12:00:00,inference,31.68,simulation
2024-02-21 13:00:00,idle,4.9,simulation
2024-02-21 14:00:00,idle,3.97,simulation
2024-02-21 15:00:00,idle,5.18,simulation
2024-02-21 16:00:00,inference,30.74,simulation
2024-02-21 17:00:00,inference,31.38,simulation
2024-02-21 18:00:00,inference,29.78,simulation
2024-02-21 19:00:00,inference,24.61,simulation
2024-02-21 20:00:00,inference,23.82,simulation
2024-02-21 21:00:00,inference,16.76,simulation
2024-02-21 22:00:00,inference,14.91,simulation
2024-02-21 23:00:00,inference,11.31,simulation
2024-02-22 00:00:00,inference,11.02,simulation
2024-02-22 01:00:00,idle,4.56,simulation
2024-02-22 02:00:00,idle,1.73,simulation
2024-02-22 03:00:00,idle,0.5,simulation
2024-02-22 04:00:00,idle,2.54,simulation
2024-02-22 05:00:00,inference,20.1,simulation
2024-02-22 06:00:00,inference,17.75,simulation
2024-02-22 07:00:00,inference,16.75,simulation
2024-02-22 08:00:00,inference,21.82,simulation
2024-02-22 09:00:00,inference,26.44,simulation
2024-02-22 10:00:00,inference,21.32,simulation
2024-02-22 11:00:00,idle,3.3,simulation
2024-02-22 12:00:00,inference,22.18,simulation
2024-02-22 13:00:00,inference,33.57,simulation
2024-02-22 14:00:00,inference,23.16,simulation
2024-02-22 15:00:00,inference,25.33,simulation
2024-02-22 16:00:00,inference,21.78,simulation
2024-02-22 17:00:00,inference,33.24,simulation
2024-02-22 18:00:00,inference,24.1,simulation
2024-02-22 19:00:00,inference,16.77,simulation
2024-02-22 20:00:00,inference,17.2,simulation
2024-02-22 21:00:00,inference,16.04,simulation
2024-02-22 22:00:00,inference,12.35,simulation
2024-02-22 23:00:00,inference,13.44,simulation
2024-02-23 00:00:00,inference,12.84,simulation
2024-02-23 01:00:00,inference,15.15,simulation
2024-02-23 02:00:00,inference,16.46,simulation
2024-02-23 03:00:00,inference,13.32,simulation
2024-02-23 04:00:00,inference,14.12,simulation
2024-02-23 05:00:00,inference,13.48,simulation
2024-02-23 06:00:00,inference,18.5,simulation
2024-02-23 07:00:00,inference,17.93,simulation
2024-02-23 08:00:00,inference,22.56,simulation
2024-02-23 09:00:00,inference,21.39,simulation
2024-02-23 10:00:00,idle,8.81,simulation
2024-02-23 11:00:00,training,44.33,simulation
2024-02-23 12:00:00,training,46.85,simulation
2024-02-23 13:00:00,training,46.93,simulation
2024-02-23 14:00:00,training,47.43,simulation
2024-02-23 15:00:00,training,44.94,simulation
2024-02-23 16:00:00,training,45.3,simulation
2024-02-23 17:00:00,training,48.33,simulation
2024-02-23 18:00:00,training,50.26,simulation
2024-02-23 19:00:00,training,48.51,simulation
2024-02-23 20:00:00,training,43.7,simulation
2024-02-23 21:00:00,training,48.33,simulation
2024-02-23 22:00:00,training,49.14,simulation
2024-02-23 23:00:00,training,46.51,simulation
2024-02-24 00:00:00,idle,2.68,simulation
2024-02-24 01:00:00,idle,1.25,simulation
2024-02-24 02:00:00,idle,0.5,simulation
2024-02-24 03:00:00,idle,2.37,simulation
2024-02-24 04:00:00,inference,6.87,simulation
2024-02-24 05:00:00,inference,7.43,simulation
2024-02-24 06:00:00,inference,9.99,simulation
2024-02-24 07:00:00,inference,16.11,simulation
2024-02-24 08:00:00,idle,3.4,simulation
2024-02-24 09:00:00,idle,4.2,simulation
2024-02-24 10:00:00,idle,6.54,simulation
2024-02-24 11:00:00,idle,4.95,simulation
2024-02-24 12:00:00,inference,22.39,simulation
2024-02-24 13:00:00,inference,19.65,simulation
2024-02-24 14:00:00,inference,17.14,simulation
2024-02-24 15:00:00,inference,14.79,simulation
2024-02-24 16:00:00,inference,20.71,simulation
2024-02-24 17:00:00,inference,18.03,simulation
2024-02-24 18:00:00,inference,11.76,simulation
2024-02-24 19:00:00,idle,3.26,simulation
2024-02-24 20:00:00,idle,4.0,simulation
2024-02-24 21:00:00,idle,3.94,simulation
2024-02-24 22:00:00,idle,1.37,simulation
2024-02-24 23:00:00,idle,2.95,simulation
2024-02-25 00:00:00,idle,0.5,simulation
2024-02-25 01:00:00,idle,2.01,simulation
2024-02-25 02:00:00,idle,0.5,simulation
2024-02-25 03:00:00,inference,3.58,simulation
2024-02-25 04:00:00,inference,3.09,simulation
2024-02-25 05:00:00,idle,0.52,simulation
2024-02-25 06:00:00,idle,1.98,simulation
2024-02-25 07:00:00,idle,2.0,simulation
2024-02-25 08:00:00,idle,3.55,simulation
2024-02-25 09:00:00,inference,10.76,simulation
2024-02-25 10:00:00,inference,14.36,simulation
2024-02-25 11:00:00,inference,12.69,simulation
2024-02-25 12:00:00,inference,11.84,simulation
2024-02-25 13:00:00,inference,10.91,simulation
2024-02-25 14:00:00,inference,10.98,simulation
2024-02-25 15:00:00,inference,8.55,simulation
2024-02-25 16:00:00,inference,8.73,simulation
2024-02-25 17:00:00,inference,10.25,simulation
2024-02-25 18:00:00,idle,2.19,simulation
2024-02-25 19:00:00,idle,1.67,simulation
2024-02-25 20:00:00,idle,1.1,simulation
2024-02-25 21:00:00,inference,9.39,simulation
2024-02-25 22:00:00,inference,3.19,simulation
2024-02-25 23:00:00,inference,5.02,simulation
2024-02-26 00:00:00,inference,11.83,simulation
2024-02-26 01:00:00,inference,14.83,simulation
2024-02-26 02:00:00,inference,10.09,simulation
2024-02-26 03:00:00,inference,16.7,simulation
2024-02-26 04:00:00,inference,15.09,simulation
2024-02-26 05:00:00,inference,16.38,simulation
2024-02-26 06:00:00,inference,14.9,simulation
2024-02-26 07:00:00,inference,17.49,simulation
2024-02-26 08:00:00,inference,26.77,simulation
2024-02-26 09:00:00,inference,28.69,simulation
2024-02-26 10:00:00,inference,22.32,simulation
2024-02-26 11:00:00,inference,25.04,simulation
2024-02-26 12:00:00,inference,21.86,simulation
2024-02-26 13:00:00,inference,29.07,simulation
2024-02-26 14:00:00,inference,20.15,simulation
2024-02-26 15:00:00,inference,26.43,simulation
2024-02-26 16:00:00,inference,28.54,simulation
2024-02-26 17:00:00,inference,34.53,simulation
2024-02-26 18:00:00,idle,4.86,simulation
2024-02-26 19:00:00,idle,4.2,simulation
2024-02-26 20:00:00,inference,20.24,simulation
2024-02-26 21:00:00,inference,26.02,simulation
2024-02-26 22:00:00,inference,10.92,simulation
2024-02-26 23:00:00,inference,9.87,simulation
2024-02-27 00:00:00,inference,16.67,simulation
2024-02-27 01:00:00,inference,9.83,simulation
2024-02-27 02:00:00,inference,13.72,simulation
2024-02-27 03:00:00,training,47.54,simulation
2024-02-27 04:00:00,training,48.83,simulation
2024-02-27 05:00:00,training,46.98,simulation
2024-02-27 06:00:00,training,44.29,simulation
2024-02-27 07:00:00,training,47.79,simulation
2024-02-27 08:00:00,training,45.9,simulation
2024-02-27 09:00:00,training,47.99,simulation
2024-02-27 10:00:00,training,46.07,simulation
2024-02-27 11:00:00,training,43.82,simulation
2024-02-27 12:00:00,training,45.83,simulation
2024-02-27 13:00:00,training,45.03,simulation
2024-02-27 14:00:00,training,47.37,simulation
2024-02-27 15:00:00,training,48.45,simulation
2024-02-27 16:00:00,training,50.45,simulation
2024-02-27 17:00:00,training,44.37,simulation
2024-02-27 18:00:00,training,48.46,simulation
2024-02-27 19:00:00,inference,18.91,simulation
2024-02-27 20:00:00,inference,20.97,simulation
2024-02-27 21:00:00,inference,15.7,simulation
2024-02-27 22:00:00,inference,10.97,simulation
2024-02-27 23:00:00,inference,15.5,simulation
2024-02-28 00:00:00,inference,11.86,simulation
2024-02-28 01:00:00,inference,9.37,simulation
2024-02-28 02:00:00,inference,15.9,simulation
2024-02-28 03:00:00,idle,2.96,simulation
2024-02-28 04:00:00,idle,0.5,simulation
2024-02-28 05:00:00,idle,4.79,simulation
2024-02-28 06:00:00,idle,4.17,simulation
2024-02-28 07:00:00,inference,15.58,simulation
2024-02-28 08:00:00,inference,20.5,simulation
2024-02-28 09:00:00,inference,27.81,simulation
2024-02-28 10:00:00,inference,30.67,simulation
2024-02-28 11:00:00,inference,22.25,simulation
2024-02-28 12:00:00,inference,25.45,simulation
2024-02-28 13:00:00,inference,32.3,simulation
2024-02-28 14:00:00,inference,32.09,simulation
2024-02-28 15:00:00,inference,28.16,simulation
2024-02-28 16:00:00,inference,21.18,simulation
2024-02-28 17:00:00,inference,34.35,simulation
2024-02-28 18:00:00,inference,31.08,simulation
2024-02-28 19:00:00,inference,25.29,simulation
2024-02-28 20:00:00,inference,18.17,simulation
2024-02-28 21:00:00,inference,17.83,simulation
2024-02-28 22:00:00,training,44.17,simulation
2024-02-28 23:00:00,training,47.57,simulation
2024-02-29 00:00:00,training,47.35,simulation
2024-02-29 01:00:00,training,48.58,simulation
2024-02-29 02:00:00,training,46.25,simulation
2024-02-29 03:00:00,training,44.95,simulation
2024-02-29 04:00:00,training,45.36,simulation
2024-02-29 05:00:00,training,44.1,simulation
2024-02-29 06:00:00,training,43.48,simulation
2024-02-29 07:00:00,training,46.67,simulation
2024-02-29 08:00:00,training,44.83,simulation
2024-02-29 09:00:00,idle,8.22,simulation
2024-02-29 10:00:00,idle,4.94,simulation
2024-02-29 11:00:00,idle,8.47,simulation
2024-02-29 12:00:00,idle,5.86,simulation
2024-02-29 13:00:00,idle,3.7,simulation
2024-02-29 14:00:00,idle,4.68,simulation
2024-02-29 15:00:00,inference,31.85,simulation
2024-02-29 16:00:00,inference,29.79,simulation
2024-02-29 17:00:00,inference,31.77,simulation
2024-02-29 18:00:00,inference,19.81,simulation
2024-02-29 19:00:00,inference,14.25,simulation
2024-02-29 20:00:00,inference,20.03,simulation
2024-02-29 21:00:00,inference,19.65,simulation
2024-02-29 22:00:00,inference,15.61,simulation
2024-02-29 23:00:00,inference,10.84,simulation
2024-03-01 00:00:00,idle,3.2,simulation
2024-03-01 01:00:00,idle,2.28,simulation
2024-03-01 02:00:00,idle,1.39,simulation
2024-03-01 03:00:00,idle,2.74,simulation
2024-03-01 04:00:00,idle,1.59,simulation
2024-03-01 05:00:00,inference,19.47,simulation
2024-03-01 06:00:00,inference,19.45,simulation
2024-03-01 07:00:00,inference,19.19,simulation
2024-03-01 08:00:00,inference,25.23,simulation
2024-03-01 09:00:00,inference,30.59,simulation
2024-03-01 10:00:00,inference,25.07,simulation
2024-03-01 11:00:00,inference,31.98,simulation
2024-03-01 12:00:00,inference,23.68,simulation
2024-03-01 13:00:00,inference,22.96,simulation
2024-03-01 14:00:00,inference,22.16,simulation
2024-03-01 15:00:00,inference,30.66,simulation
2024-03-01 16:00:00,inference,33.29,simulation
2024-03-01 17:00:00,inference,32.17,simulation
2024-03-01 18:00:00,inference,22.02,simulation
2024-03-01 19:00:00,inference,21.89,simulation
2024-03-01 20:00:00,inference,16.23,simulation
2024-03-01 21:00:00,inference,16.26,simulation
2024-03-01 22:00:00,idle,2.9,simulation
2024-03-01 23:00:00,idle,1.5,simulation
2024-03-02 00:00:00,idle,1.9,simulation
2024-03-02 01:00:00,idle,1.16,simulation
2024-03-02 02:00:00,idle,2.61,simulation
2024-03-02 03:00:00,idle,0.5,simulation
2024-03-02 04:00:00,idle,2.15,simulation
2024-03-02 05:00:00,idle,3.55,simulation
2024-03-02 06:00:00,idle,1.48,simulation
2024-03-02 07:00:00,idle,2.74,simulation
2024-03-02 08:00:00,inference,9.99,simulation
2024-03-02 09:00:00,inference,16.39,simulation
2024-03-02 10:00:00,idle,2.03,simulation
2024-03-02 11:00:00,idle,2.2,simulation
2024-03-02 12:00:00,inference,13.52,simulation
2024-03-02 13:00:00,inference,16.53,simulation
2024-03-02 14:00:00,inference,16.41,simulation
2024-03-02 15:00:00,inference,15.69,simulation
2024-03-02 16:00:00,training,45.62,simulation
2024-03-02 17:00:00,training,45.84,simulation
2024-03-02 18:00:00,training,45.19,simulation
2024-03-02 19:00:00,training,44.61,simulation
2024-03-02 20:00:00,training,44.94,simulation
2024-03-02 21:00:00,training,45.79,simulation
2024-03-02 22:00:00,training,44.01,simulation
2024-03-02 23:00:00,training,46.14,simulation
2024-03-03 00:00:00,training,46.56,simulation
2024-03-03 01:00:00,training,49.19,simulation
2024-03-03 02:00:00,training,46.83,simulation
2024-03-03 03:00:00,training,47.04,simulation
2024-03-03 04:00:00,training,45.03,simulation
2024-03-03 05:00:00,training,47.12,simulation
2024-03-03 06:00:00,training,46.24,simulation
2024-03-03 07:00:00,training,44.62,simulation
2024-03-03 08:00:00,training,46.4,simulation
2024-03-03 09:00:00,training,44.51,simulation
2024-03-03 10:00:00,training,46.01,simulation
2024-03-03 11:00:00,training,49.3,simulation
2024-03-03 12:00:00,training,52.36,simulation
2024-03-03 13:00:00,training,47.11,simulation
2024-03-03 14:00:00,training,48.08,simulation
2024-03-03 15:00:00,inference,13.0,simulation
2024-03-03 16:00:00,inference,12.07,simulation
2024-03-03 17:00:00,inference,13.05,simulation
2024-03-03 18:00:00,inference,9.99,simulation
2024-03-03 19:00:00,inference,6.41,simulation
2024-03-03 20:00:00,inference,7.33,simulation
2024-03-03 21:00:00,inference,7.57,simulation
2024-03-03 22:00:00,inference,4.41,simulation
2024-03-03 23:00:00,inference,3.8,simulation
2024-03-04 00:00:00,inference,11.98,simulation
2024-03-04 01:00:00,inference,9.28,simulation
2024-03-04 02:00:00,inference,10.73,simulation
2024-03-04 03:00:00,inference,16.19,simulation
2024-03-04 04:00:00,inference,11.34,simulation
2024-03-04 05:00:00,inference,17.08,simulation
2024-03-04 06:00:00,inference,14.35,simulation
2024-03-04 07:00:00,inference,24.41,simulation
2024-03-04 08:00:00,inference,24.36,simulation
2024-03-04 09:00:00,inference,28.76,simulation
2024-03-04 10:00:00,inference,22.83,simulation
2024-03-04 11:00:00,training,48.93,simulation
2024-03-04 12:00:00,training,50.76,simulation
2024-03-04 13:00:00,training,49.7,simulation
2024-03-04 14:00:00,training,45.92,simulation
2024-03-04 15:00:00,training,47.65,simulation
2024-03-04 16:00:00,training,42.34,simulation
2024-03-04 17:00:00,training,45.13,simulation
2024-03-04 18:00:00,training,47.7,simulation
2024-03-04 19:00:00,training,48.32,simulation
2024-03-04 20:00:00,training,48.08,simulation
2024-03-04 21:00:00,idle,5.68,simulation
2024-03-04 22:00:00,idle,1.86,simulation
2024-03-04 23:00:00,inference,14.27,simulation
2024-03-05 00:00:00,inference,11.51,simulation
2024-03-05 01:00:00,inference,16.29,simulation
2024-03-05 02:00:00,training,46.04,simulation
2024-03-05 03:00:00,training,48.13,simulation
2024-03-05 04:00:00,training,46.0,simulation
2024-03-05 05:00:00,training,46.63,simulation
2024-03-05 06:00:00,training,50.53,simulation
2024-03-05 07:00:00,training,46.4,simulation
2024-03-05 08:00:00,training,44.05,simulation
2024-03-05 09:00:00,training,46.88,simulation
2024-03-05 10:00:00,training,47.99,simulation
2024-03-05 11:00:00,training,49.0,simulation
2024-03-05 12:00:00,training,50.24,simulation
2024-03-05 13:00:00,training,46.37,simulation
2024-03-05 14:00:00,training,43.61,simulation
2024-03-05 15:00:00,training,50.17,simulation
2024-03-05 16:00:00,training,48.05,simulation
2024-03-05 17:00:00,idle,5.98,simulation
2024-03-05 18:00:00,idle,7.03,simulation
2024-03-05 19:00:00,idle,3.94,simulation
2024-03-05 20:00:00,training,47.6,simulation
2024-03-05 21:00:00,training,47.62,simulation
2024-03-05 22:00:00,training,44.31,simulation
2024-03-05 23:00:00,training,46.01,simulation
2024-03-06 00:00:00,training,46.99,simulation
2024-03-06 01:00:00,training,47.79,simulation
2024-03-06 02:00:00,training,49.53,simulation
2024-03-06 03:00:00,training,45.35,simulation
2024-03-06 04:00:00,training,48.92,simulation
2024-03-06 05:00:00,training,47.4,simulation
2024-03-06 06:00:00,training,45.34,simulation
2024-03-06 07:00:00,inference,24.06,simulation
2024-03-06 08:00:00,inference,15.87,simulation
2024-03-06 09:00:00,inference,32.34,simulation
2024-03-06 10:00:00,inference,27.58,simulation
2024-03-06 11:00:00,idle,8.01,simulation
2024-03-06 12:00:00,idle,5.41,simulation
2024-03-06 13:00:00,inference,27.1,simulation
2024-03-06 14:00:00,inference,21.86,simulation
2024-03-06 15:00:00,training,47.53,simulation
2024-03-06 16:00:00,training,48.66,simulation
2024-03-06 17:00:00,training,48.4,simulation
2024-03-06 18:00:00,training,48.56,simulation
2024-03-06 19:00:00,training,49.45,simulation
2024-03-06 20:00:00,training,46.15,simulation
2024-03-06 21:00:00,training,47.68,simulation
2024-03-06 22:00:00,training,47.81,simulation
2024-03-06 23:00:00,training,46.34,simulation
2024-03-07 00:00:00,training,46.82,simulation
2024-03-07 01:00:00,training,44.75,simulation
2024-03-07 02:00:00,training,44.57,simulation
2024-03-07 03:00:00,training,45.84,simulation
2024-03-07 04:00:00,training,46.09,simulation
2024-03-07 05:00:00,training,44.9,simulation
2024-03-07 06:00:00,idle,3.91,simulation
2024-03-07 07:00:00,idle,2.38,simulation
2024-03-07 08:00:00,idle,4.17,simulation
2024-03-07 09:00:00,idle,4.95,simulation
2024-03-07 10:00:00,inference,24.2,simulation
2024-03-07 11:00:00,inference,27.41,simulation
2024-03-07 12:00:00,inference,26.38,simulation
2024-03-07 13:00:00,inference,22.17,simulation
2024-03-07 14:00:00,inference,21.95,simulation
2024-03-07 15:00:00,inference,31.68,simulation
2024-03-07 16:00:00,inference,24.19,simulation
2024-03-07 17:00:00,inference,25.23,simulation
2024-03-07 18:00:00,inference,20.56,simulation
2024-03-07 19:00:00,inference,21.44,simulation
2024-03-07 20:00:00,inference,25.58,simulation
2024-03-07 21:00:00,inference,18.49,simulation
2024-03-07 22:00:00,inference,15.46,simulation
2024-03-07 23:00:00,inference,15.18,simulation
2024-03-08 00:00:00,inference,11.19,simulation
2024-03-08 01:00:00,inference,16.35,simulation
2024-03-08 02:00:00,idle,3.79,simulation
2024-03-08 03:00:00,idle,1.12,simulation
2024-03-08 04:00:00,idle,2.75,simulation
2024-03-08 05:00:00,idle,2.17,simulation
2024-03-08 06:00:00,inference,18.63,simulation
2024-03-08 07:00:00,inference,20.55,simulation
2024-03-08 08:00:00,inference,23.51,simulation
2024-03-08 09:00:00,idle,5.55,simulation
2024-03-08 10:00:00,idle,5.67,simulation
2024-03-08 11:00:00,idle,4.69,simulation
2024-03-08 12:00:00,inference,27.87,simulation
2024-03-08 13:00:00,inference,34.29,simulation
2024-03-08 14:00:00,inference,23.4,simulation
2024-03-08 15:00:00,inference,35.15,simulation
2024-03-08 16:00:00,inference,34.07,simulation
2024-03-08 17:00:00,inference,30.37,simulation
2024-03-08 18:00:00,inference,34.91,simulation
2024-03-08 19:00:00,inference,22.16,simulation
2024-03-08 20:00:00,inference,23.22,simulation
2024-03-08 21:00:00,inference,20.74,simulation
2024-03-08 22:00:00,inference,14.41,simulation
2024-03-08 23:00:00,inference,12.35,simulation
2024-03-09 00:00:00,inference,8.86,simulation
2024-03-09 01:00:00,inference,7.77,simulation
2024-03-09 02:00:00,inference,10.27,simulation
2024-03-09 03:00:00,inference,9.07,simulation
2024-03-09 04:00:00,inference,8.34,simulation
2024-03-09 05:00:00,inference,8.22,simulation
2024-03-09 06:00:00,inference,12.68,simulation
2024-03-09 07:00:00,inference,16.94,simulation
2024-03-09 08:00:00,inference,15.05,simulation
2024-03-09 09:00:00,inference,18.96,simulation
2024-03-09 10:00:00,inference,18.92,simulation
2024-03-09 11:00:00,inference,21.45,simulation
2024-03-09 12:00:00,inference,21.15,simulation
2024-03-09 13:00:00,inference,21.39,simulation
2024-03-09 14:00:00,inference,21.32,simulation
2024-03-09 15:00:00,inference,19.74,simulation
2024-03-09 16:00:00,inference,18.88,simulation
2024-03-09 17:00:00,idle,3.93,simulation
2024-03-09 18:00:00,idle,4.37,simulation
2024-03-09 19:00:00,idle,0.9,simulation
2024-03-09 20:00:00,idle,1.15,simulation
2024-03-09 21:00:00,inference,14.44,simulation
2024-03-09 22:00:00,inference,5.31,simulation
2024-03-09 23:00:00,inference,8.05,simulation
2024-03-10 00:00:00,inference,4.48,simulation
2024-03-10 01:00:00,inference,7.23,simulation
2024-03-10 02:00:00,inference,6.0,simulation
2024-03-10 03:00:00,inference,3.52,simulation
2024-03-10 04:00:00,inference,5.26,simulation
2024-03-10 05:00:00,inference,8.48,simulation
2024-03-10 06:00:00,inference,5.02,simulation
2024-03-10 07:00:00,idle,0.5,simulation
2024-03-10 08:00:00,idle,0.86,simulation
2024-03-10 09:00:00,training,49.58,simulation
2024-03-10 10:00:00,training,50.2,simulation
2024-03-10 11:00:00,training,49.21,simulation
2024-03-10 12:00:00,training,48.69,simulation
2024-03-10 13:00:00,training,48.32,simulation
2024-03-10 14:00:00,training,50.34,simulation
2024-03-10 15:00:00,training,46.49,simulation
2024-03-10 16:00:00,training,45.71,simulation
2024-03-10 17:00:00,training,44.87,simulation
2024-03-10 18:00:00,training,46.68,simulation
2024-03-10 19:00:00,training,48.15,simulation
2024-03-10 20:00:00,training,47.57,simulation
2024-03-10 21:00:00,training,47.51,simulation
2024-03-10 22:00:00,training,44.56,simulation
2024-03-10 23:00:00,training,48.54,simulation
2024-03-11 00:00:00,idle,2.76,simulation
2024-03-11 01:00:00,idle,3.14,simulation
2024-03-11 02:00:00,idle,0.51,simulation
2024-03-11 03:00:00,idle,0.5,simulation
2024-03-11 04:00:00,idle,1.97,simulation
2024-03-11 05:00:00,idle,3.21,simulation
2024-03-11 06:00:00,inference,14.51,simulation
2024-03-11 07:00:00,inference,26.59,simulation
2024-03-11 08:00:00,inference,18.71,simulation
2024-03-11 09:00:00,inference,19.14,simulation
2024-03-11 10:00:00,inference,21.32,simulation
2024-03-11 11:00:00,inference,31.68,simulation
2024-03-11 12:00:00,inference,30.28,simulation
2024-03-11 13:00:00,inference,22.27,simulation
2024-03-11 14:00:00,inference,22.27,simulation
2024-03-11 15:00:00,idle,5.15,simulation
2024-03-11 16:00:00,idle,9.55,simulation
2024-03-11 17:00:00,idle,7.34,simulation
2024-03-11 18:00:00,inference,28.97,simulation
2024-03-11 19:00:00,inference,17.55,simulation
2024-03-11 20:00:00,inference,21.65,simulation
2024-03-11 21:00:00,inference,20.12,simulation
2024-03-11 22:00:00,inference,14.31,simulation
2024-03-11 23:00:00,inference,10.28,simulation
2024-03-12 00:00:00,inference,14.26,simulation
2024-03-12 01:00:00,idle,1.14,simulation
2024-03-12 02:00:00,idle,1.76,simulation
2024-03-12 03:00:00,idle,1.88,simulation
2024-03-12 04:00:00,idle,3.28,simulation
2024-03-12 05:00:00,training,50.47,simulation
2024-03-12 06:00:00,training,49.22,simulation
2024-03-12 07:00:00,training,48.9,simulation
2024-03-12 08:00:00,training,47.73,simulation
2024-03-12 09:00:00,training,45.1,simulation
2024-03-12 10:00:00,training,48.06,simulation
2024-03-12 11:00:00,training,51.54,simulation
2024-03-12 12:00:00,training,45.79,simulation
2024-03-12 13:00:00,training,47.62,simulation
2024-03-12 14:00:00,training,44.75,simulation
2024-03-12 15:00:00,training,44.8,simulation
2024-03-12 16:00:00,training,45.27,simulation
2024-03-12 17:00:00,training,48.94,simulation
2024-03-12 18:00:00,training,50.47,simulation
2024-03-12 19:00:00,training,48.49,simulation
2024-03-12 20:00:00,inference,18.53,simulation
2024-03-12 21:00:00,inference,24.84,simulation
2024-03-12 22:00:00,inference,11.51,simulation
2024-03-12 23:00:00,idle,3.2,simulation
2024-03-13 00:00:00,idle,1.27,simulation
2024-03-13 01:00:00,idle,3.16,simulation
2024-03-13 02:00:00,idle,0.5,simulation
2024-03-13 03:00:00,idle,1.29,simulation
